person_id;item_id;booklet_id;response;geslacht
p763;i16;1;0;2
p766;i16;1;0;2
p769;i16;1;1;1
p772;i16;1;0;2
p775;i16;1;0;2
p778;i16;1;1;1
p781;i16;1;0;1
p784;i16;1;0;2
p787;i16;1;1;1
p790;i16;1;0;2
p793;i16;1;0;2
p796;i16;1;1;1
p799;i16;1;0;1
p802;i16;1;0;1
p805;i16;1;0;1
p808;i16;1;0;2
p811;i16;1;1;2
p814;i16;1;0;2
p817;i16;1;0;1
p820;i16;1;1;2
p823;i16;1;1;1
p826;i16;1;1;2
p829;i16;1;0;1
p832;i16;1;0;1
p835;i16;1;0;2
p838;i16;1;1;2
p841;i16;1;0;2
p844;i16;1;0;2
p847;i16;1;0;2
p850;i16;1;0;1
p853;i16;1;1;1
p856;i16;1;0;2
p859;i16;1;0;1
p862;i16;1;1;1
p865;i16;1;1;2
p868;i16;1;1;1
p871;i16;1;0;2
p874;i16;1;0;2
p877;i16;1;1;2
p880;i16;1;1;2
p883;i16;1;0;1
p886;i16;1;0;1
p889;i16;1;0;1
p892;i16;1;0;1
p895;i16;1;1;2
p898;i16;1;0;1
p901;i16;1;1;1
p904;i16;1;1;1
p907;i16;1;0;2
p910;i16;1;1;1
p913;i16;1;1;2
p916;i16;1;1;1
p919;i16;1;1;2
p922;i16;1;1;1
p925;i16;1;1;2
p928;i16;1;0;1
p931;i16;1;1;2
p934;i16;1;1;1
p937;i16;1;0;2
p940;i16;1;1;2
p943;i16;1;1;2
p946;i16;1;1;1
p949;i16;1;1;1
p952;i16;1;0;1
p955;i16;1;0;2
p958;i16;1;1;2
p961;i16;1;1;2
p964;i16;1;1;2
p967;i16;1;1;2
p970;i16;1;1;2
p973;i16;1;0;2
p976;i16;1;1;2
p979;i16;1;1;2
p982;i16;1;1;2
p985;i16;1;1;1
p988;i16;1;0;1
p991;i16;1;0;2
p994;i16;1;0;1
p997;i16;1;1;1
p1000;i16;1;1;1
p1;i17;1;1;1
p4;i17;1;1;1
p7;i17;1;0;1
p10;i17;1;0;2
p13;i17;1;0;1
p16;i17;1;0;2
p19;i17;1;0;2
p22;i17;1;1;1
p25;i17;1;0;2
p28;i17;1;1;1
p31;i17;1;1;1
p34;i17;1;0;2
p37;i17;1;0;1
p40;i17;1;0;1
p43;i17;1;1;2
p46;i17;1;0;1
p49;i17;1;1;2
p52;i17;1;0;1
p55;i17;1;1;1
p58;i17;1;0;2
p61;i17;1;1;2
p64;i17;1;1;2
p67;i17;1;1;2
p70;i17;1;1;2
p73;i17;1;0;2
p76;i17;1;1;1
p79;i17;1;1;1
p82;i17;1;0;2
p85;i17;1;1;2
p88;i17;1;1;1
p91;i17;1;1;1
p94;i17;1;0;2
p97;i17;1;1;1
p100;i17;1;0;2
p103;i17;1;1;2
p106;i17;1;0;2
p109;i17;1;0;2
p112;i17;1;0;2
p115;i17;1;1;2
p118;i17;1;1;2
p121;i17;1;0;1
p124;i17;1;0;2
p127;i17;1;1;1
p130;i17;1;0;2
p133;i17;1;0;2
p136;i17;1;1;2
p139;i17;1;0;1
p142;i17;1;1;2
p145;i17;1;0;1
p148;i17;1;0;2
p151;i17;1;1;1
p154;i17;1;0;2
p157;i17;1;0;2
p160;i17;1;1;1
p163;i17;1;0;1
p166;i17;1;1;1
p169;i17;1;0;1
p172;i17;1;0;2
p175;i17;1;0;2
p178;i17;1;1;1
p181;i17;1;0;2
p184;i17;1;1;2
p187;i17;1;0;1
p190;i17;1;1;1
p193;i17;1;1;2
p196;i17;1;0;1
p199;i17;1;1;1
p202;i17;1;0;2
p205;i17;1;1;1
p208;i17;1;1;2
p211;i17;1;1;1
p214;i17;1;0;1
p217;i17;1;0;1
p220;i17;1;0;1
p223;i17;1;0;1
p226;i17;1;0;2
p229;i17;1;0;1
p232;i17;1;0;1
p235;i17;1;1;1
p238;i17;1;1;1
p241;i17;1;0;2
p244;i17;1;1;2
p247;i17;1;0;1
p250;i17;1;0;2
p253;i17;1;0;2
p256;i17;1;0;2
p259;i17;1;1;2
p262;i17;1;0;2
p265;i17;1;0;1
p268;i17;1;1;1
p271;i17;1;0;1
p274;i17;1;1;2
p277;i17;1;0;1
p280;i17;1;0;2
p283;i17;1;1;2
p286;i17;1;1;2
p289;i17;1;1;1
p292;i17;1;1;1
p295;i17;1;0;1
p298;i17;1;0;2
p301;i17;1;1;2
p304;i17;1;0;2
p307;i17;1;1;1
p310;i17;1;0;1
p313;i17;1;1;1
p316;i17;1;0;2
p319;i17;1;0;2
p322;i17;1;0;2
p325;i17;1;1;2
p328;i17;1;0;2
p331;i17;1;0;1
p334;i17;1;0;1
p337;i17;1;1;1
p340;i17;1;0;2
p343;i17;1;0;1
p346;i17;1;1;1
p349;i17;1;0;1
p352;i17;1;1;1
p355;i17;1;1;2
p358;i17;1;1;2
p361;i17;1;1;1
p364;i17;1;1;1
p367;i17;1;1;2
p370;i17;1;0;1
p373;i17;1;0;2
p376;i17;1;0;1
p379;i17;1;0;1
p382;i17;1;0;2
p385;i17;1;0;1
p388;i17;1;1;2
p391;i17;1;0;1
p394;i17;1;1;1
p397;i17;1;1;1
p400;i17;1;0;1
p403;i17;1;1;1
p406;i17;1;0;2
p409;i17;1;1;1
p412;i17;1;0;2
p415;i17;1;1;1
p418;i17;1;0;2
p421;i17;1;1;2
p424;i17;1;0;1
p427;i17;1;1;1
p430;i17;1;0;1
p433;i17;1;1;1
p436;i17;1;1;2
p439;i17;1;1;2
p442;i17;1;1;2
p445;i17;1;0;1
p448;i17;1;1;2
p451;i17;1;1;2
p454;i17;1;0;2
p457;i17;1;1;1
p460;i17;1;0;2
p463;i17;1;0;1
p466;i17;1;0;1
p469;i17;1;1;1
p472;i17;1;1;1
p475;i17;1;1;1
p478;i17;1;0;2
p481;i17;1;1;1
p484;i17;1;0;2
p487;i17;1;0;1
p490;i17;1;1;1
p493;i17;1;0;2
p496;i17;1;1;2
p499;i17;1;1;2
p502;i17;1;0;1
p505;i17;1;1;1
p508;i17;1;1;1
p511;i17;1;0;1
p514;i17;1;1;1
p517;i17;1;0;1
p520;i17;1;0;1
p523;i17;1;0;1
p526;i17;1;0;1
p529;i17;1;1;2
p532;i17;1;0;1
p535;i17;1;1;1
p538;i17;1;1;2
p541;i17;1;1;2
p544;i17;1;0;1
p547;i17;1;1;1
p550;i17;1;1;1
p553;i17;1;1;2
p556;i17;1;1;2
p559;i17;1;1;2
p562;i17;1;0;1
p565;i17;1;0;2
p568;i17;1;1;1
p571;i17;1;1;2
p574;i17;1;1;2
p577;i17;1;1;2
p580;i17;1;0;1
p583;i17;1;1;2
p586;i17;1;0;2
p589;i17;1;0;2
p592;i17;1;0;2
p595;i17;1;0;1
p598;i17;1;1;2
p601;i17;1;1;1
p604;i17;1;1;1
p607;i17;1;0;1
p610;i17;1;1;1
p613;i17;1;1;1
p616;i17;1;0;1
p619;i17;1;1;2
p622;i17;1;0;1
p625;i17;1;1;2
p628;i17;1;0;1
p631;i17;1;0;1
p634;i17;1;1;1
p637;i17;1;1;2
p640;i17;1;1;2
p643;i17;1;1;2
p646;i17;1;1;2
p649;i17;1;1;2
p652;i17;1;0;1
p655;i17;1;1;2
p658;i17;1;1;1
p661;i17;1;0;1
p664;i17;1;0;2
p667;i17;1;1;2
p670;i17;1;0;2
p673;i17;1;0;2
p676;i17;1;1;1
p679;i17;1;1;1
p682;i17;1;1;2
p685;i17;1;1;1
p688;i17;1;1;1
p691;i17;1;1;1
p694;i17;1;0;2
p697;i17;1;1;1
p700;i17;1;0;2
p703;i17;1;0;1
p706;i17;1;1;1
p709;i17;1;1;1
p712;i17;1;0;1
p715;i17;1;1;1
p718;i17;1;1;2
p721;i17;1;1;1
p724;i17;1;1;2
p727;i17;1;1;2
p730;i17;1;1;2
p733;i17;1;1;2
p736;i17;1;1;1
p739;i17;1;1;1
p742;i17;1;1;2
p745;i17;1;0;2
p748;i17;1;0;2
p751;i17;1;0;2
p754;i17;1;0;2
p757;i17;1;1;2
p760;i17;1;0;2
p763;i17;1;0;2
p766;i17;1;0;2
p769;i17;1;0;1
p772;i17;1;0;2
p775;i17;1;1;2
p778;i17;1;0;1
p781;i17;1;1;1
p784;i17;1;0;2
p787;i17;1;1;1
p790;i17;1;1;2
p793;i17;1;0;2
p796;i17;1;0;1
p799;i17;1;0;1
p802;i17;1;1;1
p805;i17;1;0;1
p808;i17;1;1;2
p811;i17;1;1;2
p814;i17;1;0;2
p817;i17;1;0;1
p820;i17;1;0;2
p823;i17;1;0;1
p826;i17;1;1;2
p829;i17;1;0;1
p832;i17;1;0;1
p835;i17;1;0;2
p838;i17;1;0;2
p841;i17;1;1;2
p844;i17;1;0;2
p847;i17;1;0;2
p850;i17;1;1;1
p853;i17;1;0;1
p856;i17;1;0;2
p859;i17;1;0;1
p862;i17;1;1;1
p865;i17;1;1;2
p868;i17;1;1;1
p871;i17;1;1;2
p874;i17;1;0;2
p877;i17;1;0;2
p880;i17;1;0;2
p883;i17;1;0;1
p886;i17;1;0;1
p889;i17;1;1;1
p892;i17;1;0;1
p895;i17;1;1;2
p898;i17;1;0;1
p901;i17;1;1;1
p904;i17;1;1;1
p907;i17;1;0;2
p910;i17;1;1;1
p913;i17;1;1;2
p916;i17;1;0;1
p919;i17;1;1;2
p922;i17;1;1;1
p925;i17;1;1;2
p928;i17;1;1;1
p931;i17;1;1;2
p934;i17;1;1;1
p937;i17;1;0;2
p940;i17;1;0;2
p943;i17;1;0;2
p946;i17;1;0;1
p949;i17;1;1;1
p952;i17;1;0;1
p955;i17;1;0;2
p958;i17;1;1;2
p961;i17;1;1;2
p964;i17;1;1;2
p967;i17;1;0;2
p970;i17;1;0;2
p973;i17;1;0;2
p976;i17;1;1;2
p979;i17;1;0;2
p982;i17;1;0;2
p985;i17;1;0;1
p988;i17;1;0;1
p991;i17;1;0;2
p994;i17;1;1;1
p997;i17;1;0;1
p1000;i17;1;0;1
p1;i18;1;0;1
p4;i18;1;1;1
p7;i18;1;0;1
p10;i18;1;1;2
p13;i18;1;1;1
p16;i18;1;1;2
p19;i18;1;0;2
p22;i18;1;0;1
p25;i18;1;1;2
p28;i18;1;1;1
p31;i18;1;1;1
p34;i18;1;0;2
p37;i18;1;0;1
p40;i18;1;1;1
p43;i18;1;1;2
p46;i18;1;1;1
p49;i18;1;0;2
p52;i18;1;0;1
p55;i18;1;0;1
p58;i18;1;1;2
p61;i18;1;0;2
p64;i18;1;0;2
p67;i18;1;1;2
p70;i18;1;1;2
p73;i18;1;1;2
p76;i18;1;0;1
p79;i18;1;1;1
p82;i18;1;1;2
p85;i18;1;1;2
p88;i18;1;0;1
p91;i18;1;1;1
p94;i18;1;0;2
p97;i18;1;1;1
p100;i18;1;0;2
p103;i18;1;1;2
p106;i18;1;0;2
p109;i18;1;1;2
p112;i18;1;0;2
p115;i18;1;1;2
p118;i18;1;1;2
p121;i18;1;0;1
p124;i18;1;0;2
p127;i18;1;0;1
p130;i18;1;1;2
p133;i18;1;0;2
p136;i18;1;0;2
p139;i18;1;0;1
p142;i18;1;1;2
p145;i18;1;0;1
p148;i18;1;0;2
p151;i18;1;1;1
p154;i18;1;1;2
p157;i18;1;0;2
p160;i18;1;1;1
p163;i18;1;0;1
p166;i18;1;0;1
p169;i18;1;1;1
p172;i18;1;1;2
p175;i18;1;0;2
p178;i18;1;0;1
p181;i18;1;1;2
p184;i18;1;1;2
p187;i18;1;1;1
p190;i18;1;1;1
p193;i18;1;0;2
p196;i18;1;0;1
p199;i18;1;0;1
p202;i18;1;0;2
p205;i18;1;1;1
p208;i18;1;1;2
p211;i18;1;0;1
p214;i18;1;1;1
p217;i18;1;1;1
p220;i18;1;1;1
p223;i18;1;0;1
p226;i18;1;0;2
p229;i18;1;0;1
p232;i18;1;0;1
p235;i18;1;0;1
p238;i18;1;0;1
p241;i18;1;0;2
p244;i18;1;0;2
p247;i18;1;0;1
p250;i18;1;0;2
p253;i18;1;1;2
p256;i18;1;0;2
p259;i18;1;0;2
p262;i18;1;0;2
p265;i18;1;1;1
p268;i18;1;0;1
p271;i18;1;1;1
p274;i18;1;1;2
p277;i18;1;0;1
p280;i18;1;1;2
p283;i18;1;0;2
p286;i18;1;0;2
p289;i18;1;1;1
p292;i18;1;0;1
p295;i18;1;1;1
p298;i18;1;0;2
p301;i18;1;1;2
p304;i18;1;0;2
p307;i18;1;0;1
p310;i18;1;0;1
p313;i18;1;1;1
p316;i18;1;0;2
p319;i18;1;1;2
p322;i18;1;0;2
p325;i18;1;1;2
p328;i18;1;0;2
p331;i18;1;1;1
p334;i18;1;1;1
p337;i18;1;1;1
p340;i18;1;1;2
p343;i18;1;1;1
p346;i18;1;0;1
p349;i18;1;1;1
p352;i18;1;1;1
p355;i18;1;1;2
p358;i18;1;1;2
p361;i18;1;0;1
p364;i18;1;1;1
p367;i18;1;1;2
p370;i18;1;0;1
p373;i18;1;0;2
p376;i18;1;0;1
p379;i18;1;0;1
p382;i18;1;1;2
p385;i18;1;1;1
p388;i18;1;0;2
p391;i18;1;0;1
p394;i18;1;0;1
p397;i18;1;1;1
p400;i18;1;0;1
p403;i18;1;0;1
p406;i18;1;0;2
p409;i18;1;1;1
p412;i18;1;0;2
p415;i18;1;0;1
p418;i18;1;1;2
p421;i18;1;1;2
p424;i18;1;1;1
p427;i18;1;0;1
p430;i18;1;0;1
p433;i18;1;1;1
p436;i18;1;1;2
p439;i18;1;0;2
p442;i18;1;0;2
p445;i18;1;0;1
p448;i18;1;1;2
p451;i18;1;1;2
p454;i18;1;0;2
p457;i18;1;1;1
p460;i18;1;0;2
p463;i18;1;0;1
p466;i18;1;0;1
p469;i18;1;0;1
p472;i18;1;1;1
p475;i18;1;1;1
p478;i18;1;1;2
p481;i18;1;1;1
p484;i18;1;1;2
p487;i18;1;1;1
p490;i18;1;0;1
p493;i18;1;1;2
p496;i18;1;1;2
p499;i18;1;1;2
p502;i18;1;0;1
p505;i18;1;1;1
p508;i18;1;0;1
p511;i18;1;1;1
p514;i18;1;0;1
p517;i18;1;1;1
p520;i18;1;0;1
p523;i18;1;0;1
p526;i18;1;0;1
p529;i18;1;1;2
p532;i18;1;0;1
p535;i18;1;1;1
p538;i18;1;1;2
p541;i18;1;1;2
p544;i18;1;1;1
p547;i18;1;0;1
p550;i18;1;1;1
p553;i18;1;1;2
p556;i18;1;1;2
p559;i18;1;1;2
p562;i18;1;1;1
p565;i18;1;0;2
p568;i18;1;1;1
p571;i18;1;0;2
p574;i18;1;0;2
p577;i18;1;1;2
p580;i18;1;1;1
p583;i18;1;0;2
p586;i18;1;1;2
p589;i18;1;0;2
p592;i18;1;0;2
p595;i18;1;0;1
p598;i18;1;0;2
p601;i18;1;0;1
p604;i18;1;1;1
p607;i18;1;1;1
p610;i18;1;1;1
p613;i18;1;0;1
p616;i18;1;1;1
p619;i18;1;0;2
p622;i18;1;0;1
p625;i18;1;0;2
p628;i18;1;0;1
p631;i18;1;1;1
p634;i18;1;0;1
p637;i18;1;1;2
p640;i18;1;0;2
p643;i18;1;0;2
p646;i18;1;1;2
p649;i18;1;0;2
p652;i18;1;1;1
p655;i18;1;0;2
p658;i18;1;0;1
p661;i18;1;0;1
p664;i18;1;1;2
p667;i18;1;0;2
p670;i18;1;1;2
p673;i18;1;1;2
p676;i18;1;1;1
p679;i18;1;0;1
p682;i18;1;0;2
p685;i18;1;1;1
p688;i18;1;0;1
p691;i18;1;0;1
p694;i18;1;0;2
p697;i18;1;1;1
p700;i18;1;1;2
p703;i18;1;0;1
p706;i18;1;1;1
p709;i18;1;0;1
p712;i18;1;0;1
p715;i18;1;0;1
p718;i18;1;0;2
p721;i18;1;1;1
p724;i18;1;1;2
p727;i18;1;0;2
p730;i18;1;0;2
p733;i18;1;0;2
p736;i18;1;1;1
p739;i18;1;1;1
p742;i18;1;1;2
p745;i18;1;0;2
p748;i18;1;1;2
p751;i18;1;0;2
p754;i18;1;0;2
p757;i18;1;0;2
p760;i18;1;0;2
p763;i18;1;1;2
p766;i18;1;1;2
p769;i18;1;0;1
p772;i18;1;1;2
p775;i18;1;1;2
p778;i18;1;1;1
p781;i18;1;0;1
p784;i18;1;0;2
p787;i18;1;1;1
p790;i18;1;1;2
p793;i18;1;1;2
p796;i18;1;1;1
p799;i18;1;0;1
p802;i18;1;1;1
p805;i18;1;0;1
p808;i18;1;1;2
p811;i18;1;0;2
p814;i18;1;1;2
p817;i18;1;0;1
p820;i18;1;1;2
p823;i18;1;1;1
p826;i18;1;0;2
p829;i18;1;0;1
p832;i18;1;0;1
p835;i18;1;1;2
p838;i18;1;1;2
p841;i18;1;0;2
p844;i18;1;0;2
p847;i18;1;0;2
p850;i18;1;1;1
p853;i18;1;0;1
p856;i18;1;1;2
p859;i18;1;1;1
p862;i18;1;1;1
p865;i18;1;0;2
p868;i18;1;0;1
p871;i18;1;0;2
p874;i18;1;0;2
p877;i18;1;1;2
p880;i18;1;0;2
p883;i18;1;0;1
p886;i18;1;0;1
p889;i18;1;1;1
p892;i18;1;0;1
p895;i18;1;1;2
p898;i18;1;1;1
p901;i18;1;1;1
p904;i18;1;0;1
p907;i18;1;0;2
p910;i18;1;1;1
p913;i18;1;1;2
p916;i18;1;1;1
p919;i18;1;0;2
p922;i18;1;0;1
p925;i18;1;1;2
p928;i18;1;0;1
p931;i18;1;1;2
p934;i18;1;1;1
p937;i18;1;1;2
p940;i18;1;1;2
p943;i18;1;1;2
p946;i18;1;0;1
p949;i18;1;1;1
p952;i18;1;0;1
p955;i18;1;1;2
p958;i18;1;0;2
p961;i18;1;0;2
p964;i18;1;0;2
p967;i18;1;1;2
p970;i18;1;1;2
p973;i18;1;0;2
p976;i18;1;1;2
p979;i18;1;1;2
p982;i18;1;1;2
p985;i18;1;0;1
p988;i18;1;1;1
p991;i18;1;0;2
p994;i18;1;0;1
p997;i18;1;0;1
p1000;i18;1;1;1
p1;i19;1;0;1
p4;i19;1;0;1
p7;i19;1;0;1
p10;i19;1;1;2
p13;i19;1;1;1
p16;i19;1;0;2
p19;i19;1;1;2
p22;i19;1;1;1
p25;i19;1;1;2
p28;i19;1;0;1
p31;i19;1;0;1
p34;i19;1;0;2
p37;i19;1;0;1
p40;i19;1;0;1
p43;i19;1;1;2
p46;i19;1;0;1
p49;i19;1;1;2
p52;i19;1;0;1
p55;i19;1;1;1
p58;i19;1;1;2
p61;i19;1;1;2
p64;i19;1;0;2
p67;i19;1;1;2
p70;i19;1;0;2
p73;i19;1;0;2
p76;i19;1;0;1
p79;i19;1;0;1
p82;i19;1;0;2
p85;i19;1;0;2
p88;i19;1;0;1
p91;i19;1;0;1
p94;i19;1;1;2
p97;i19;1;0;1
p100;i19;1;0;2
p103;i19;1;0;2
p106;i19;1;0;2
p109;i19;1;1;2
p112;i19;1;1;2
p115;i19;1;0;2
p118;i19;1;1;2
p121;i19;1;0;1
p124;i19;1;0;2
p127;i19;1;0;1
p130;i19;1;0;2
p133;i19;1;0;2
p136;i19;1;1;2
p139;i19;1;0;1
p142;i19;1;1;2
p145;i19;1;0;1
p148;i19;1;0;2
p151;i19;1;1;1
p154;i19;1;1;2
p157;i19;1;1;2
p160;i19;1;1;1
p163;i19;1;0;1
p166;i19;1;0;1
p169;i19;1;1;1
p172;i19;1;0;2
p175;i19;1;0;2
p178;i19;1;0;1
p181;i19;1;0;2
p184;i19;1;0;2
p187;i19;1;0;1
p190;i19;1;1;1
p193;i19;1;0;2
p196;i19;1;0;1
p199;i19;1;0;1
p202;i19;1;1;2
p205;i19;1;1;1
p208;i19;1;0;2
p211;i19;1;0;1
p214;i19;1;0;1
p217;i19;1;0;1
p220;i19;1;0;1
p223;i19;1;0;1
p226;i19;1;0;2
p229;i19;1;1;1
p232;i19;1;0;1
p235;i19;1;1;1
p238;i19;1;0;1
p241;i19;1;1;2
p244;i19;1;1;2
p247;i19;1;1;1
p250;i19;1;0;2
p253;i19;1;1;2
p256;i19;1;0;2
p259;i19;1;0;2
p262;i19;1;0;2
p265;i19;1;1;1
p268;i19;1;0;1
p271;i19;1;0;1
p274;i19;1;1;2
p277;i19;1;1;1
p280;i19;1;0;2
p283;i19;1;0;2
p286;i19;1;0;2
p289;i19;1;0;1
p292;i19;1;0;1
p295;i19;1;1;1
p298;i19;1;1;2
p301;i19;1;1;2
p304;i19;1;1;2
p307;i19;1;1;1
p310;i19;1;1;1
p313;i19;1;0;1
p316;i19;1;0;2
p319;i19;1;0;2
p322;i19;1;0;2
p325;i19;1;1;2
p328;i19;1;0;2
p331;i19;1;0;1
p334;i19;1;1;1
p337;i19;1;0;1
p340;i19;1;1;2
p343;i19;1;1;1
p346;i19;1;0;1
p349;i19;1;1;1
p352;i19;1;0;1
p355;i19;1;1;2
p358;i19;1;1;2
p361;i19;1;1;1
p364;i19;1;0;1
p367;i19;1;1;2
p370;i19;1;1;1
p373;i19;1;1;2
p376;i19;1;0;1
p379;i19;1;0;1
p382;i19;1;1;2
p385;i19;1;0;1
p388;i19;1;0;2
p391;i19;1;0;1
p394;i19;1;0;1
p397;i19;1;0;1
p400;i19;1;0;1
p403;i19;1;1;1
p406;i19;1;1;2
p409;i19;1;1;1
p412;i19;1;0;2
p415;i19;1;1;1
p418;i19;1;1;2
p421;i19;1;1;2
p424;i19;1;1;1
p427;i19;1;0;1
p430;i19;1;0;1
p433;i19;1;0;1
p436;i19;1;1;2
p439;i19;1;1;2
p442;i19;1;1;2
p445;i19;1;0;1
p448;i19;1;0;2
p451;i19;1;1;2
p454;i19;1;0;2
p457;i19;1;1;1
p460;i19;1;0;2
p463;i19;1;0;1
p466;i19;1;0;1
p469;i19;1;1;1
p472;i19;1;1;1
p475;i19;1;0;1
p478;i19;1;1;2
p481;i19;1;1;1
p484;i19;1;1;2
p487;i19;1;0;1
p490;i19;1;1;1
p493;i19;1;1;2
p496;i19;1;1;2
p499;i19;1;1;2
p502;i19;1;0;1
p505;i19;1;0;1
p508;i19;1;0;1
p511;i19;1;0;1
p514;i19;1;1;1
p517;i19;1;1;1
p520;i19;1;0;1
p523;i19;1;0;1
p526;i19;1;1;1
p529;i19;1;1;2
p532;i19;1;0;1
p535;i19;1;1;1
p538;i19;1;1;2
p541;i19;1;0;2
p544;i19;1;0;1
p547;i19;1;1;1
p550;i19;1;1;1
p553;i19;1;0;2
p556;i19;1;1;2
p559;i19;1;1;2
p562;i19;1;1;1
p565;i19;1;0;2
p568;i19;1;0;1
p571;i19;1;1;2
p574;i19;1;0;2
p577;i19;1;1;2
p580;i19;1;1;1
p583;i19;1;1;2
p586;i19;1;1;2
p589;i19;1;1;2
p592;i19;1;1;2
p595;i19;1;0;1
p598;i19;1;0;2
p601;i19;1;1;1
p604;i19;1;1;1
p607;i19;1;1;1
p610;i19;1;0;1
p613;i19;1;1;1
p616;i19;1;0;1
p619;i19;1;1;2
p622;i19;1;0;1
p625;i19;1;0;2
p628;i19;1;0;1
p631;i19;1;0;1
p634;i19;1;0;1
p637;i19;1;0;2
p640;i19;1;0;2
p643;i19;1;1;2
p646;i19;1;1;2
p649;i19;1;1;2
p652;i19;1;0;1
p655;i19;1;1;2
p658;i19;1;0;1
p661;i19;1;0;1
p664;i19;1;1;2
p667;i19;1;1;2
p670;i19;1;1;2
p673;i19;1;0;2
p676;i19;1;1;1
p679;i19;1;1;1
p682;i19;1;0;2
p685;i19;1;0;1
p688;i19;1;0;1
p691;i19;1;1;1
p694;i19;1;1;2
p697;i19;1;1;1
p700;i19;1;0;2
p703;i19;1;0;1
p706;i19;1;0;1
p709;i19;1;0;1
p712;i19;1;1;1
p715;i19;1;0;1
p718;i19;1;0;2
p721;i19;1;1;1
p724;i19;1;0;2
p727;i19;1;1;2
p730;i19;1;0;2
p733;i19;1;1;2
p736;i19;1;1;1
p739;i19;1;0;1
p742;i19;1;0;2
p745;i19;1;0;2
p748;i19;1;1;2
p751;i19;1;1;2
p754;i19;1;0;2
p757;i19;1;0;2
p760;i19;1;1;2
p763;i19;1;1;2
p766;i19;1;0;2
p769;i19;1;1;1
p772;i19;1;1;2
p775;i19;1;0;2
p778;i19;1;1;1
p781;i19;1;1;1
p784;i19;1;1;2
p787;i19;1;1;1
p790;i19;1;1;2
p793;i19;1;0;2
p796;i19;1;1;1
p799;i19;1;1;1
p802;i19;1;1;1
p805;i19;1;0;1
p808;i19;1;1;2
p811;i19;1;0;2
p814;i19;1;0;2
p817;i19;1;1;1
p820;i19;1;1;2
p823;i19;1;1;1
p826;i19;1;1;2
p829;i19;1;1;1
p832;i19;1;0;1
p835;i19;1;1;2
p838;i19;1;1;2
p841;i19;1;0;2
p844;i19;1;0;2
p847;i19;1;0;2
p850;i19;1;0;1
p853;i19;1;0;1
p856;i19;1;0;2
p859;i19;1;1;1
p862;i19;1;1;1
p865;i19;1;1;2
p868;i19;1;0;1
p871;i19;1;1;2
p874;i19;1;0;2
p877;i19;1;1;2
p880;i19;1;0;2
p883;i19;1;0;1
p886;i19;1;1;1
p889;i19;1;1;1
p892;i19;1;1;1
p895;i19;1;1;2
p898;i19;1;1;1
p901;i19;1;0;1
p904;i19;1;1;1
p907;i19;1;0;2
p910;i19;1;1;1
p913;i19;1;1;2
p916;i19;1;1;1
p919;i19;1;0;2
p922;i19;1;0;1
p925;i19;1;0;2
p928;i19;1;1;1
p931;i19;1;1;2
p934;i19;1;0;1
p937;i19;1;0;2
p940;i19;1;1;2
p943;i19;1;1;2
p946;i19;1;0;1
p949;i19;1;0;1
p952;i19;1;1;1
p955;i19;1;0;2
p958;i19;1;0;2
p961;i19;1;1;2
p964;i19;1;0;2
p967;i19;1;0;2
p970;i19;1;0;2
p973;i19;1;1;2
p976;i19;1;1;2
p979;i19;1;1;2
p982;i19;1;1;2
p985;i19;1;1;1
p988;i19;1;1;1
p991;i19;1;0;2
p994;i19;1;0;1
p997;i19;1;0;1
p1000;i19;1;0;1
p1;i20;1;0;1
p4;i20;1;0;1
p7;i20;1;0;1
p10;i20;1;1;2
p13;i20;1;1;1
p16;i20;1;0;2
p19;i20;1;1;2
p22;i20;1;0;1
p25;i20;1;1;2
p28;i20;1;1;1
p31;i20;1;1;1
p34;i20;1;0;2
p37;i20;1;0;1
p40;i20;1;0;1
p43;i20;1;1;2
p46;i20;1;0;1
p49;i20;1;0;2
p52;i20;1;0;1
p55;i20;1;1;1
p58;i20;1;1;2
p61;i20;1;1;2
p64;i20;1;0;2
p67;i20;1;1;2
p70;i20;1;1;2
p73;i20;1;1;2
p76;i20;1;0;1
p79;i20;1;1;1
p82;i20;1;0;2
p85;i20;1;1;2
p88;i20;1;0;1
p91;i20;1;0;1
p94;i20;1;0;2
p97;i20;1;1;1
p100;i20;1;1;2
p103;i20;1;1;2
p106;i20;1;0;2
p109;i20;1;1;2
p112;i20;1;0;2
p115;i20;1;0;2
p118;i20;1;1;2
p121;i20;1;0;1
p124;i20;1;1;2
p127;i20;1;1;1
p130;i20;1;1;2
p133;i20;1;0;2
p136;i20;1;1;2
p139;i20;1;0;1
p142;i20;1;1;2
p145;i20;1;0;1
p148;i20;1;0;2
p151;i20;1;1;1
p154;i20;1;1;2
p157;i20;1;0;2
p160;i20;1;1;1
p163;i20;1;0;1
p166;i20;1;1;1
p169;i20;1;1;1
p172;i20;1;1;2
p175;i20;1;0;2
p178;i20;1;1;1
p181;i20;1;0;2
p184;i20;1;1;2
p187;i20;1;0;1
p190;i20;1;0;1
p193;i20;1;1;2
p196;i20;1;1;1
p199;i20;1;0;1
p202;i20;1;1;2
p205;i20;1;0;1
p208;i20;1;1;2
p211;i20;1;0;1
p214;i20;1;0;1
p217;i20;1;1;1
p220;i20;1;1;1
p223;i20;1;0;1
p226;i20;1;0;2
p229;i20;1;1;1
p232;i20;1;0;1
p235;i20;1;0;1
p238;i20;1;1;1
p241;i20;1;1;2
p244;i20;1;0;2
